Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
FbxImportUI,4,4.000000,0.001052,0.000239,0.000318,0.000263,0.000250,0.000982,0.000223,0.000292,0.000246,0.000237
LandscapeMeshProxyComponent,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
ControlPointMeshComponent,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
S_Terrain,1,1.000000,0.000074,0.000074,0.000074,0.000074,0.000074,0.000056,0.000056,0.000056,0.000056,0.000056
MaterialExpressionMax,40,40.000000,0.000362,0.000002,0.000027,0.000009,0.000011,0.000362,0.000002,0.000027,0.000009,0.000011
SplineEditorMeshMat,1,1.000000,0.000067,0.000067,0.000067,0.000067,0.000067,0.000067,0.000067,0.000067,0.000067,0.000067
SplineEditorMeshMatEditorOnlyData,1,1.000000,0.000045,0.000045,0.000045,0.000045,0.000045,0.000045,0.000045,0.000045,0.000045,0.000045
SplineEditorMesh,1,1.000000,0.000129,0.000129,0.000129,0.000129,0.000129,0.000004,0.000004,0.000004,0.000004,0.000004
LandscapeSplinesComponent,1,1.000000,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019
NiagaraComponent,3,3.000000,0.000041,0.000007,0.000025,0.000014,0.000009,0.000041,0.000007,0.000025,0.000014,0.000009
GeometryCacheComponent,1,1.000000,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011
MaterialExpressionFmod,6,6.000000,0.000044,0.000002,0.000015,0.000007,0.000010,0.000044,0.000002,0.000015,0.000007,0.000010
MaterialExpressionHairAttributes,4,4.000000,0.000039,0.000008,0.000012,0.000010,0.000010,0.000039,0.000008,0.000012,0.000010,0.000010
MaterialExpressionShadingModel,12,12.000000,0.000093,0.000002,0.000012,0.000008,0.000009,0.000093,0.000002,0.000012,0.000008,0.000009
MaterialExpressionSwitch,4,4.000000,0.000072,0.000003,0.000039,0.000018,0.000025,0.000072,0.000003,0.000039,0.000018,0.000025
MakeFloat2,1,1.000000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016
MakeFloat2EditorOnlyData,1,1.000000,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014,0.000014
MakeFloat3,1,1.000000,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010,0.000010
MakeFloat3EditorOnlyData,1,1.000000,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009
HairColorMap,1,1.000000,0.000069,0.000069,0.000069,0.000069,0.000069,0.000046,0.000046,0.000046,0.000046,0.000046
HairDebugColor,1,1.000000,0.000037,0.000037,0.000037,0.000037,0.000037,0.000031,0.000031,0.000031,0.000031,0.000031
HairGroupColors,1,1.000000,0.000031,0.000031,0.000031,0.000031,0.000031,0.000027,0.000027,0.000027,0.000027,0.000027
HairDebugMaterial,1,1.000000,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
HairDebugMaterialEditorOnlyData,1,1.000000,0.000114,0.000114,0.000114,0.000114,0.000114,0.000114,0.000114,0.000114,0.000114,0.000114
HairDefaultMaterial,1,1.000000,0.000080,0.000080,0.000080,0.000080,0.000080,0.000080,0.000080,0.000080,0.000080,0.000080
HairDefaultMaterialEditorOnlyData,1,1.000000,0.000081,0.000081,0.000081,0.000081,0.000081,0.000081,0.000081,0.000081,0.000081,0.000081
HairCardsDefaultMaterial,1,1.000000,0.000152,0.000152,0.000152,0.000152,0.000152,0.000152,0.000152,0.000152,0.000152,0.000152
HairMeshesDefaultMaterial,1,1.000000,0.000111,0.000111,0.000111,0.000111,0.000111,0.000111,0.000111,0.000111,0.000111,0.000111
GroomComponent,1,1.000000,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025,0.000025
MaterialExpressionTextureSampleParameter2D,30,30.000000,0.000573,0.000003,0.000054,0.000019,0.000017,0.000573,0.000003,0.000054,0.000019,0.000017
MaterialExpressionTwoSidedSign,4,4.000000,0.000021,0.000002,0.000008,0.000005,0.000007,0.000021,0.000002,0.000008,0.000005,0.000007
Widget3DPassThrough,1,1.000000,0.000095,0.000095,0.000095,0.000095,0.000095,0.000095,0.000095,0.000095,0.000095,0.000095
Widget3DPassThrough_Translucent,1,1.000000,0.000054,0.000054,0.000054,0.000054,0.000054,0.000054,0.000054,0.000054,0.000054,0.000054
Widget3DPassThrough_Translucent_OneSided,1,1.000000,0.000136,0.000136,0.000136,0.000136,0.000136,0.000136,0.000136,0.000136,0.000136,0.000136
Widget3DPassThrough_Opaque,1,1.000000,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078,0.000078
Widget3DPassThrough_Opaque_OneSided,1,1.000000,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094,0.000094
Widget3DPassThrough_Masked,1,1.000000,0.000108,0.000108,0.000108,0.000108,0.000108,0.000108,0.000108,0.000108,0.000108,0.000108
Widget3DPassThrough_Masked_OneSided,1,1.000000,0.000110,0.000110,0.000110,0.000110,0.000110,0.000110,0.000110,0.000110,0.000110,0.000110
VREditorWidgetComponent,2,2.000000,0.000075,0.000017,0.000057,0.000037,0.000057,0.000075,0.000017,0.000057,0.000037,0.000057
ViewportDragOperationComponent,14,14.000000,0.000046,0.000001,0.000009,0.000003,0.000003,0.000046,0.000001,0.000009,0.000003,0.000003
UniformScaleGizmoHandleGroup,1,1.000000,0.085304,0.085304,0.085304,0.085304,0.085304,0.000323,0.000323,0.000323,0.000323,0.000323
SoundWave,11,11.000000,0.000160,0.000005,0.000042,0.000015,0.000006,0.000106,0.000004,0.000025,0.000010,0.000005
USoundWave::InvalidateCompressedData,11,11.000000,0.000037,0.000000,0.000015,0.000003,0.000001,0.000037,0.000000,0.000015,0.000003,0.000001
MaterialExpressionConstantBiasScale,8,8.000000,0.000063,0.000003,0.000015,0.000008,0.000009,0.000063,0.000003,0.000015,0.000008,0.000009
MaterialExpressionEyeAdaptationInverse,8,8.000000,0.000098,0.000004,0.000030,0.000012,0.000013,0.000098,0.000004,0.000030,0.000012,0.000013
MaterialExpressionPixelNormalWS,8,8.000000,0.000045,0.000002,0.000010,0.000006,0.000007,0.000045,0.000002,0.000010,0.000006,0.000007
Drop_Item_From_ContentBrowser,1,1.000000,0.000088,0.000088,0.000088,0.000088,0.000088,0.000063,0.000063,0.000063,0.000063,0.000063
FEditorBulkData::CreateFromBulkData,8,8.000000,0.000065,0.000004,0.000025,0.000008,0.000006,0.000016,0.000001,0.000007,0.000002,0.000001
Gizmo_Handle_Clicked,1,1.000000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000011,0.000011,0.000011,0.000011,0.000011
Object_PickUp,1,1.000000,0.000018,0.000018,0.000018,0.000018,0.000018,0.000010,0.000010,0.000010,0.000010,0.000010
Object_Snaps_To_Another_Actor,1,1.000000,0.000015,0.000015,0.000015,0.000015,0.000015,0.000010,0.000010,0.000010,0.000010,0.000010
Object_Snaps_To_Grid,1,1.000000,0.000015,0.000015,0.000015,0.000015,0.000015,0.000010,0.000010,0.000010,0.000010,0.000010
Scaling_Down,1,1.000000,0.000014,0.000014,0.000014,0.000014,0.000014,0.000010,0.000010,0.000010,0.000010,0.000010
Scaling_Up,1,1.000000,0.000017,0.000017,0.000017,0.000017,0.000017,0.000010,0.000010,0.000010,0.000010,0.000010
Selection_Changes,1,1.000000,0.000018,0.000018,0.000018,0.000018,0.000018,0.000013,0.000013,0.000013,0.000013,0.000013
MaterialExpressionDistance,12,12.000000,0.000104,0.000002,0.000016,0.000009,0.000011,0.000104,0.000002,0.000016,0.000009,0.000011
MaterialExpressionObjectPositionWS,2,2.000000,0.000014,0.000003,0.000011,0.000007,0.000011,0.000014,0.000003,0.000011,0.000007,0.000011
SplitComponents,1,1.000000,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035
MaterialExpressionPanner,4,4.000000,0.000040,0.000004,0.000018,0.000010,0.000015,0.000040,0.000004,0.000018,0.000010,0.000015
TranslucentTransformGizmoMaterial,1,1.000000,0.000069,0.000069,0.000069,0.000069,0.000069,0.000069,0.000069,0.000069,0.000069,0.000069
TranslucentTransformGizmoMaterialEditorOnlyData,1,1.000000,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058
TranslucentTransformGizmoMaterial_Inst,1,1.000000,0.000081,0.000081,0.000081,0.000081,0.000081,0.000081,0.000081,0.000081,0.000081,0.000081
BreakOutFloat3Components,1,1.000000,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017
BreakOutFloat3ComponentsEditorOnlyData,1,1.000000,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015,0.000015
Transform3x3Matrix,1,1.000000,0.000072,0.000072,0.000072,0.000072,0.000072,0.000065,0.000065,0.000065,0.000065,0.000065
SnapGridMaterial,1,1.000000,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050
SnapGridMaterialEditorOnlyData,1,1.000000,0.000121,0.000121,0.000121,0.000121,0.000121,0.000121,0.000121,0.000121,0.000121,0.000121
VR_LaserPower_01,1,1.000000,0.000071,0.000071,0.000071,0.000071,0.000071,0.000045,0.000045,0.000045,0.000045,0.000045
TransformGizmoMaterial,1,1.000000,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050,0.000050
TransformGizmoMaterialEditorOnlyData,1,1.000000,0.000055,0.000055,0.000055,0.000055,0.000055,0.000055,0.000055,0.000055,0.000055,0.000055
TransformGizmoMaterial_Inst,1,1.000000,0.000080,0.000080,0.000080,0.000080,0.000080,0.000080,0.000080,0.000080,0.000080,0.000080
PlaneTranslationHandle,1,1.000000,0.000259,0.000259,0.000259,0.000259,0.000259,0.000008,0.000008,0.000008,0.000008,0.000008
RotationHandleFull,1,1.000000,0.000122,0.000122,0.000122,0.000122,0.000122,0.000004,0.000004,0.000004,0.000004,0.000004
RotationHandleIndicator,1,1.000000,0.000100,0.000100,0.000100,0.000100,0.000100,0.000002,0.000002,0.000002,0.000002,0.000002
RotationHandleQuarter,1,1.000000,0.000119,0.000119,0.000119,0.000119,0.000119,0.000003,0.000003,0.000003,0.000003,0.000003
StartRotationHandleIndicator,1,1.000000,0.000098,0.000098,0.000098,0.000098,0.000098,0.000002,0.000002,0.000002,0.000002,0.000002
TransformGizmoFreeRotation,1,1.000000,0.000107,0.000107,0.000107,0.000107,0.000107,0.000002,0.000002,0.000002,0.000002,0.000002
TranslateArrowHandle,1,1.000000,0.000104,0.000104,0.000104,0.000104,0.000104,0.000002,0.000002,0.000002,0.000002,0.000002
UniformScaleHandle,1,1.000000,0.000103,0.000103,0.000103,0.000103,0.000103,0.000002,0.000002,0.000002,0.000002,0.000002
FEditorBulkData::GetPayload,8,8.000000,0.003057,0.000258,0.000567,0.000382,0.000325,0.000318,0.000014,0.000100,0.000040,0.000024
FEditorBulkData::GetDataInternal,8,8.000000,0.002739,0.000244,0.000479,0.000342,0.000302,0.000018,0.000001,0.000005,0.000002,0.000002
FEditorBulkData::LoadFromDisk,8,8.000000,0.002721,0.000243,0.000474,0.000340,0.000303,0.000004,0.000000,0.000001,0.000000,0.000000
FEditorBulkData::LoadFromPackageFile,8,8.000000,0.002717,0.000243,0.000474,0.000340,0.000302,0.001742,0.000166,0.000327,0.000218,0.000193
FEditorBulkData::SerializeData,8,8.000000,0.000972,0.000074,0.000209,0.000122,0.000121,0.000972,0.000074,0.000209,0.000122,0.000121
FStreamedAudioPlatformData::Cache,11,11.000000,0.007153,0.000105,0.001742,0.000650,0.000667,0.000795,0.000047,0.000114,0.000072,0.000065
DDC_GetAsynchronous,11,11.000000,0.000291,0.000020,0.000038,0.000026,0.000025,0.000114,0.000008,0.000014,0.000010,0.000010
FStreamedAudioCacheDerivedDataWorker::DoWork,11,11.000000,0.010661,0.000568,0.002240,0.000969,0.000670,0.000178,0.000009,0.000052,0.000016,0.000013
FStreamedAudioPlatformData::AreDerivedChunksAvailable,11,11.000000,0.004375,0.000216,0.001121,0.000398,0.000317,0.000129,0.000002,0.000025,0.000012,0.000012
DDC_CachedDataProbablyExistsBatch,11,11.000000,0.003034,0.000206,0.000359,0.000276,0.000277,0.002046,0.000018,0.000292,0.000186,0.000242
DDC_WaitAsynchronousCompletion,11,11.000000,0.000025,0.000001,0.000015,0.000002,0.000001,0.000025,0.000001,0.000015,0.000002,0.000001
DDC_GetAsynchronousResults,11,11.000000,0.000039,0.000002,0.000013,0.000004,0.000002,0.000039,0.000002,0.000013,0.000004,0.000002
BodySetupDDCFetch,4,4.000000,0.007515,0.001070,0.002599,0.001879,0.002545,0.000020,0.000001,0.000015,0.000005,0.000002
ViewportInteractionAssetContainer,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
SnapGridPlaneMesh,1,1.000000,0.000139,0.000139,0.000139,0.000139,0.000139,0.000003,0.000003,0.000003,0.000003,0.000003
ViewportInteractionAssetContainerData,1,1.000000,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056,0.000056
GizmoHandleMeshComponent,44,44.000000,0.000231,0.000002,0.000024,0.000005,0.000004,0.000231,0.000002,0.000024,0.000005,0.000004
PivotTranslationGizmoHandleGroup,1,1.000000,0.000123,0.000123,0.000123,0.000123,0.000123,0.000081,0.000081,0.000081,0.000081,0.000081
PivotScaleGizmoHandleGroup,1,1.000000,0.000077,0.000077,0.000077,0.000077,0.000077,0.000053,0.000053,0.000053,0.000053,0.000053
PivotPlaneTranslationGizmoHandleGroup,1,1.000000,0.000059,0.000059,0.000059,0.000059,0.000059,0.000040,0.000040,0.000040,0.000040,0.000040
PivotRotationGizmoHandleGroup,1,1.000000,0.000283,0.000283,0.000283,0.000283,0.000283,0.000216,0.000216,0.000216,0.000216,0.000216
MaterialInstanceDynamic,11,11.000000,0.000226,0.000008,0.000038,0.000021,0.000018,0.000199,0.000006,0.000034,0.000018,0.000016
BoundingBoxCorner,1,1.000000,0.000214,0.000214,0.000214,0.000214,0.000214,0.000005,0.000005,0.000005,0.000005,0.000005
BoundingBoxEdge,1,1.000000,0.000134,0.000134,0.000134,0.000134,0.000134,0.000003,0.000003,0.000003,0.000003,0.000003
StretchGizmoHandleGroup,1,1.000000,0.000253,0.000253,0.000253,0.000253,0.000253,0.000182,0.000182,0.000182,0.000182,0.000182
PathFollowingComponent,1,1.000000,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
MI_CineMat_CameraBody,1,1.000000,0.000117,0.000117,0.000117,0.000117,0.000117,0.000117,0.000117,0.000117,0.000117,0.000117
M_SimpleOpaque,1,1.000000,0.000055,0.000055,0.000055,0.000055,0.000055,0.000055,0.000055,0.000055,0.000055,0.000055
MI_CineMat_CamViewFinder,1,1.000000,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058,0.000058
SM_CineCam,1,1.000000,0.000200,0.000200,0.000200,0.000200,0.000200,0.000004,0.000004,0.000004,0.000004,0.000004
S_1_Unit_Plane,1,1.000000,0.000190,0.000190,0.000190,0.000190,0.000190,0.000005,0.000005,0.000005,0.000005,0.000005
M_SimpleUnlitTranslucent,1,1.000000,0.000124,0.000124,0.000124,0.000124,0.000124,0.000124,0.000124,0.000124,0.000124,0.000124
CineCameraComponent,1,1.000000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016
UIComponentContainer,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
MovieSceneBuiltInEasingFunction,132,132.000000,0.000187,0.000001,0.000004,0.000001,0.000001,0.000187,0.000001,0.000004,0.000001,0.000001
FbxSceneImportOptions,2,2.000000,0.000010,0.000004,0.000006,0.000005,0.000006,0.000010,0.000004,0.000006,0.000005,0.000006
FbxSceneImportOptionsStaticMesh,2,2.000000,0.000005,0.000002,0.000003,0.000002,0.000003,0.000005,0.000002,0.000003,0.000002,0.000003
FbxSceneImportOptionsSkeletalMesh,2,2.000000,0.000007,0.000003,0.000004,0.000003,0.000003,0.000007,0.000003,0.000004,0.000003,0.000003
DebugSkelMeshComponent,1,1.000000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016
PSysThumbnail_NoImage,1,1.000000,0.000087,0.000087,0.000087,0.000087,0.000087,0.000066,0.000066,0.000066,0.000066,0.000066
PSysThumbnail_OOD,1,1.000000,0.000082,0.000082,0.000082,0.000082,0.000082,0.000061,0.000061,0.000061,0.000061,0.000061
InteractiveFoliageComponent,1,1.000000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016
SparseVolumeTextureViewerComponent,1,1.000000,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007,0.000007
VectorLength,1,1.000000,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034,0.000034
MF_ThicknessOutline,1,1.000000,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017
MF_ThicknessEditorOnlyData,1,1.000000,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022,0.000022
LandscapeGizmo_Mat,1,1.000000,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059,0.000059
LandscapeGizmo_MatEditorOnlyData,1,1.000000,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036,0.000036
LandscapeGizmo_Mat_Copied,1,1.000000,0.000096,0.000096,0.000096,0.000096,0.000096,0.000096,0.000096,0.000096,0.000096,0.000096
MaterialExpressionNamedRerouteDeclaration,10,10.000000,0.000122,0.000004,0.000021,0.000012,0.000016,0.000122,0.000004,0.000021,0.000012,0.000016
MaterialExpressionNamedRerouteUsage,16,16.000000,0.000149,0.000001,0.000036,0.000009,0.000012,0.000149,0.000001,0.000036,0.000009,0.000012
MaterialExpressionSine,6,6.000000,0.000057,0.000003,0.000016,0.000009,0.000013,0.000057,0.000003,0.000016,0.000009,0.000013
MakeFloat4,1,1.000000,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020
MakeFloat4EditorOnlyData,1,1.000000,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020,0.000020
MulM4V4,1,1.000000,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018,0.000018
MF_Mul_M4_V4EditorOnlyData,1,1.000000,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019,0.000019
LandscapeGizmoHeight_Mat,1,1.000000,0.000037,0.000037,0.000037,0.000037,0.000037,0.000037,0.000037,0.000037,0.000037,0.000037
LandscapeGizmoHeight_MatEditorOnlyData,1,1.000000,0.000127,0.000127,0.000127,0.000127,0.000127,0.000127,0.000127,0.000127,0.000127,0.000127
LandscapeGizmoRenderComponent,1,1.000000,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009
LandscapeLayerInfoObject,1,1.000000,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011,0.000011
LandscapeVisibilityLayerInfo,1,1.000000,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030
VREditorCameraWidgetComponent,2,2.000000,0.000033,0.000009,0.000024,0.000016,0.000024,0.000033,0.000009,0.000024,0.000016,0.000024
BlackboardKeyType_Object,16,16.000000,0.000024,0.000001,0.000003,0.000001,0.000001,0.000024,0.000001,0.000003,0.000001,0.000001
BlackboardKeyType_Vector,14,14.000000,0.000018,0.000001,0.000003,0.000001,0.000001,0.000018,0.000001,0.000003,0.000001,0.000001
BlackboardKeyType_Rotator,2,2.000000,0.000003,0.000001,0.000002,0.000001,0.000002,0.000003,0.000001,0.000002,0.000001,0.000002
BlackboardKeyType_Bool,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
BlackboardKeyType_Class,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
BlackboardKeyType_Int,1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
BlackboardKeyType_Float,2,2.000000,0.000002,0.000001,0.000001,0.000001,0.000001,0.000002,0.000001,0.000001,0.000001,0.000001
BlackboardKeyType_Name,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
BlackboardKeyType_String,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
CrowdFollowingComponent,1,1.000000,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006,0.000006
GridPathFollowingComponent,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
GizmoElementCylinder,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
GizmoElementArrowHead,1,1.000000,0.000016,0.000016,0.000016,0.000016,0.000016,0.000011,0.000011,0.000011,0.000011,0.000011
GizmoElementCone,2,2.000000,0.000002,0.000001,0.000001,0.000001,0.000001,0.000002,0.000001,0.000001,0.000001,0.000001
WidgetTree,15,15.000000,0.000738,0.000002,0.000423,0.000049,0.000002,0.000151,0.000002,0.000047,0.000010,0.000003
ProceduralFoliageComponent,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
FPackageLocalizationManager::Get().PerformLazyInitialization(),1,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
InitDefaultMaterials etc,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
IStreamingManager::Get(),1,1.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
LoadStartupCoreModules,1,1.000000,0.096511,0.096511,0.096511,0.096511,0.096511,0.000201,0.000201,0.000201,0.000201,0.000201
SequencerSettingsContainer,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
SequencerSettings,3,3.000000,0.001451,0.000464,0.000505,0.000484,0.000481,0.001451,0.000464,0.000505,0.000484,0.000481
BillboardComponent,7,7.000000,0.000081,0.000005,0.000031,0.000012,0.000006,0.000081,0.000005,0.000031,0.000012,0.000006
S_FTest,1,1.000000,0.000098,0.000098,0.000098,0.000098,0.000098,0.000076,0.000076,0.000076,0.000076,0.000076
FTextureCompilingManager::AddTextures,35,35.000000,0.000070,0.000000,0.000005,0.000002,0.000002,0.000070,0.000000,0.000005,0.000002,0.000002
FuncTestRenderingComponent,6,6.000000,0.000026,0.000003,0.000008,0.000004,0.000004,0.000026,0.000003,0.000008,0.000004,0.000004
UAssetRegistryImpl::UpdateTemporaryCaches,3,3.000000,0.008968,0.002142,0.003851,0.002989,0.002970,0.008968,0.002142,0.003851,0.002989,0.002970
FWorldPartitionClassDescRegistry::Initialize,1,1.000000,0.004172,0.004172,0.004172,0.004172,0.004172,0.003931,0.003931,0.003931,0.003931,0.003931
IProjectManager::Get().LoadModulesForProject(ELoadingPhase::PreLoadingScreen),1,1.000000,0.006844,0.006844,0.006844,0.006844,0.006844,0.001248,0.001248,0.001248,0.001248,0.001248
FPreLoadScreenManager::Get()->Initialize etc,1,1.000000,0.054741,0.054741,0.054741,0.054741,0.054741,0.000379,0.000379,0.000379,0.000379,0.000379
FWindowsPlatformSplash::Hide,1,1.000000,0.054327,0.054327,0.054327,0.054327,0.054327,0.054327,0.054327,0.054327,0.054327,0.054327
FPlatformApplicationMisc::PostInit,1,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PostInitRHI etc,1,1.000000,0.000111,0.000111,0.000111,0.000111,0.000111,0.000111,0.000111,0.000111,0.000111,0.000111
StartRenderingThread,1,1.000000,0.003902,0.003902,0.003902,0.003902,0.003902,0.003028,0.003028,0.003028,0.003028,0.003028
FRenderCommandFence::BeginFence,542,542.000000,0.000922,0.000000,0.000033,0.000002,0.000001,0.000922,0.000000,0.000033,0.000002,0.000001
GameThreadWaitForTask,120,120.000000,0.606875,0.000020,0.055351,0.005057,0.004491,0.606875,0.000020,0.055351,0.005057,0.004491
PlayFirstPreLoadScreen etc,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
PlatformHandleSplashScreen etc,1,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AnimBoneCompressionSettings,2,2.000000,0.000009,0.000004,0.000005,0.000005,0.000005,0.000009,0.000004,0.000005,0.000005,0.000005
AnimBoneCompressionCodec_ACL,2,2.000000,0.000036,0.000004,0.000032,0.000018,0.000032,0.000036,0.000004,0.000032,0.000018,0.000032
ACLAnimBoneCompressionSettings,1,1.000000,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017,0.000017
AnimCompress_BitwiseCompressOnly,2,2.000000,0.000010,0.000005,0.000005,0.000005,0.000005,0.000010,0.000005,0.000005,0.000005,0.000005
DefaultRecorderBoneCompression,1,1.000000,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035,0.000035
AnimCurveCompressionSettings,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
AnimCurveCompressionCodec_ACL,2,2.000000,0.000018,0.000003,0.000015,0.000009,0.000015,0.000018,0.000003,0.000015,0.000009,0.000015
ACLAnimCurveCompressionSettings,1,1.000000,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009,0.000009
VariableFrameStrippingSettings,1,1.000000,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003,0.000003
DefaultVariableFrameStrippingSettings,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
LoadStartupModules,1,1.000000,1.041452,1.041452,1.041452,1.041452,1.041452,0.009619,0.009619,0.009619,0.009619,0.009619
EnhancedInputPlatformSettings,6,6.000000,0.000071,0.000009,0.000018,0.000012,0.000012,0.000071,0.000009,0.000018,0.000012,0.000012
UGameplayTagsManager::InitializeManager,1,1.000000,0.000266,0.000266,0.000266,0.000266,0.000266,0.000140,0.000140,0.000140,0.000140,0.000140
GameplayTagsManager,1,1.000000,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004
GameplayTagsList,2,2.000000,0.000004,0.000001,0.000002,0.000002,0.000002,0.000004,0.000001,0.000002,0.000002,0.000002
EnhancedInputLibrary,1,1.000000,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002
